	student_id	a0	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	a38	a39	a40	a41	a42	a43	a44	a45	a46	a47	a48	a49	a50	a51	a52	a53	a54	a55	a56	a57	a58	a59	a60	a61	a62	a63	a64	a65	a66	a67	a68	a69	a70	a71	a72	a73	a74	a75	a76	a77	a78	a79	a80	a81	a82	a83	a84	a85	a86	a87	a88	a89	a90	a91	a92	a93	a94	a95	a96	a97	a98	a99
279	70702	52654	40361	50311	40361	41101	41088	50054	40989	43892	43856	43941	43935	43943	44059	44058	44055	44122	44125	44685	44672	44279	44306	44696	44700	44311	44380	44388	44414	42211	44402	42210	44309	44332	42364	49117	49023	49095	49034	47885	47883	54651	47863	47902	54633	47901	47872	46622	46684	46665	47299	47406	38051	46552	46629	46685	47361	47431	38063	38054	38062	47181	39057	33695	39415	47204	38597	33736	39403	39057	55636	55626	55623	55655	55646	39263	38597	55632	55637	55651	55641	55648	39299	34060	39745	43585	43695	43726	43719	43655	43650	43748	43647	43698	34025	39755	43710	43570	43589	43669	43563
280	70704	52663	52638	49010	49048	46552	46687	46664	47285	47435	47485	47378	38047	46622	46662	46621	47365	47443	47484	47433	38050	47214	47194	47227	39249	33709	39534	47198	47185	47189	38614	33737	39450	39249	55644	55636	55634	55622	55635	39157	38614	55648	55634	55650	55641	55623	39388	34042	39704	43727	43740	43691	43750	43670	43611	34025	39742	43705	43631	43637	43604	43727	43740	43691	43750	43670	43611	43705	43631	43637	43604	49738	49798	49788	49785	32134	32138	32143	32145	32137	32129	34292	34317	34314	32143	32144	32141	32136	32123	48478	48448	48516	48429	44462	44470	44427	44461	44445	44467	44423	44479
281	70731	52660	41089	48995	49002	46621	46648	46512	47315	38065	38054	38070	47423	47473	47413	46579	46640	46560	46682	47340	47390	38070	47187	38626	33700	39636	47194	38626	55649	55638	55632	55659	55653	39296	34066	39743	43721	43581	43621	43614	43610	43721	43581	43621	43614	43610	37728	49794	37729	37748	37737	32141	47002	32147	32143	32130	32124	32119	46993	32125	32143	32134	32118	32133	34296	32135	32131	32147	32136	32123	48420	48496	48517	48460	44454	44437	44422	44426	44442	44432	47548	47539	47554	47590	47587	47588	34627	34637	48256	48245	48189	48188	48187	46435	40705	52660	54579	47155	46947	47010	47020
282	70740	52642	52667	39826	35875	35897	36003	36025	36063	36775	36787	36808	36800	31330	40329	40395	40237	40298	50256	50217	40329	40395	40237	40298	50290	41089	41099	50080	50049	50047	50064	41024	41003	41002	44053	44055	44056	44123	44219	44244	44690	44672	44221	44377	44364	44371	44376	44402	42209	44412	42368	49113	47871	54665	54669	47890	54625	46594	46558	46571	47336	47423	38042	47227	47211	39233	33769	39437	39233	55659	55629	55644	55622	55645	39360	39760	43716	43586	43630	43753	43564	43716	43586	43630	43753	43564	37721	49795	32131	32134	32128	46998	34302	32119	32147	32128	32140	32141	32126	32133	32131
283	70744	52641	41968	41963	41968	41963	41086	41091	50177	43860	43947	43945	44126	44124	44061	44056	44212	44689	44248	44676	44684	44247	44697	43890	43826	42380	48993	48966	49032	49068	49165	51980	51991	51961	46541	46632	46652	47344	47423	47481	47416	47381	38041	38063	47487	47477	47401	38052	38056	46557	46596	46666	47295	47398	47480	47443	38059	38060	38064	38070	47182	39221	47185	47206	47225	39225	33730	39601	39221	39225	55642	55646	55645	55652	55637	39304	34041	39760	43679	43643	43718	43640	43642	43689	43612	43679	43643	43718	43640	43642	43689	43612	37741	49799	32131	34317	32129	32133	32141	32126	32146
284	70745	52672	37041	37039	36537	36530	36571	36590	32053	32018	36461	36496	32053	32018	36461	36496	36571	36590	36537	36530	41949	41960	42002	42005	42009	41949	41960	42002	42005	42009	37041	37039	41677	41674	41979	41981	40340	42119	40351	40321	40390	40340	42119	40351	40321	40390	50284	41096	41090	40989	50077	40974	43843	43789	43852	43941	43944	43951	44058	44054	44216	44680	44220	44212	44698	44702	44701	44308	44381	44371	44366	44409	44416	42361	42381	49034	48958	42710	42520	42560	42521	42559	40767	41439	54625	47871	47872	54680	47881	38051	46577	46668	46637	47316	47404	47422	47380	38062	38049	38041	46636
285	70816	52660	52666	33098	33087	33041	53155	33097	33050	33068	53528	53617	53522	36579	36564	36533	36532	36464	36506	36492	36491	36460	36464	36506	36492	36491	36460	53528	53522	36579	36564	53617	52701	36533	36532	41681	40388	40281	42125	40230	50224	50250	40388	40281	42125	40230	50271	41096	50073	41031	44675	44674	44365	44213	44249	44251	43807	43850	43893	44381	44698	44332	44702	44672	44690	44311	44373	44391	44382	43945	43938	43948	44124	44131	44415	44408	44413	44407	42357	49104	48979	49002	54663	54647	47881	54672	54677	47440	47355	46518	46662	46682	38042	47225	47191	47217	47173	47175	38609	33701	39539
286	71810	52640	31663	37050	36542	36533	36577	36575	36577	36575	36542	36533	37050	41684	41686	41100	42368	48989	40758	46552	46685	46596	47340	38062	47421	47375	47428	33748	47193	47231	47185	39227	33689	39597	39227	55636	55653	55651	55658	55639	39292	34083	34088	39646	43678	43570	43623	43741	43611	43743	43575	43697	43678	43570	43623	43741	43611	43743	43575	43697	37726	49797	32125	47003	34301	32127	32123	32129	32137	32130	34329	48469	44448	44457	44467	44427	31663	47629	47633	47622	47591	47538	47558	34595	34634	48295	47143	47146	47152	47524	40713	52640	54556	43678	43570	43623	44524	44527	44511	44532	44514
287	71830	52636	36913	36969	32051	32017	36592	36589	36573	36572	36518	36539	31775	53284	36805	36797	36770	36771	36768	36783	36969	32051	32017	36913	36592	36589	36573	36572	52781	36518	36539	41697	41091	41100	50112	43847	43854	43944	43942	43945	43936	43949	44129	44244	43884	42376	48991	48996	49096	50661	51974	54631	46686	46558	46572	47280	38053	47431	47434	47381	38057	38049	38062	38055	47193	47228	39484	33750	39066	39259	39276	39184	55627	55654	55631	55636	55633	55653	55629	55622	55635	55661	55649	55632	55652	55641	55658	39066	39733	34083	43687	43698	43693	43642	43694	43687	43698	43693	43642	43694	37724
288	71877	31419	31395	31399	31387	36940	36952	36879	36907	36952	36879	36940	36907	50276	41105	41041	41036	41021	42363	49093	49025	49024	49165	46512	46514	46556	47276	47436	47412	47407	38045	47217	47213	47218	47211	37698	32139	34298	32137	32136	32140	32124	32141	48461	34641	34613	34601	31419	31395	31399	31387	47152	47516	46776	47498	47015	49093	49165	48872	48885	48902	48749	48881	48744	48837	48786	47015	34298	37186	33297	33294	49506	49542	49701	49904	34542	50817	50752	50826	50940	34499	34457	34440	34533	34538	34420	50752	34584	34580	34584	34579	34585	34567	34693	34682	34674	34728	34801	34826	34829	51108
289	77945	53420	53446	53431	46651	46629	46621	47489	38041	38063	38049	38042	47325	47361	47360	47277	47367	47324	47311	46673	46637	46514	46571	46580	47486	47425	47376	47427	38043	38069	38050	38051	38045	46645	46685	46533	47388	47403	38048	47376	47399	47478	47421	38065	47377	47462	47390	47423	47393	47379	38058	38044	38056	38052	47378	47392	47410	47377	47437	47402	47484	47479	38054	38060	38055	47431	47391	47487	47383	47428	47464	47463	47427	47416	47417	47475	47444	47436	47398	47403	47381	47443	47410	47465	47485	47466	47426	47444	47436	47382	33736	33724	33729	33694	33775	39471	39532	39519	33776	33437	33431
290	77957	53408	53420	53440	53435	53476	53470	53475	53471	53485	53487	53452	53479	53402	53444	53427	53470	53409	53478	53462	53497	53428	53436	53443	53496	53476	53448	53417	53448	53404	53499	53486	53429	53488	53496	53464	53486	53419	53498	53485	53493	53408	53433	53460	53453	53430	53405	53494	53473	53423	53434	53401	53480	53412	53481	53437	53446	53445	53422	53471	53429	46629	46679	46646	47478	47388	47441	47410	47422	38041	38042	38045	47343	47303	47344	47437	47438	47476	47411	47490	38065	38066	46658	46571	46631	47472	47444	47442	38070	38069	38059	38049	38062	38053	38067	38048	38043	53476	53470	53475	53471
291	77958	53409	53438	53430	53469	53464	53453	53492	53446	53480	53471	53451	53460	53476	53456	53408	53401	53470	53411	53486	53415	53473	53413	46653	46648	46679	46578	46657	46681	46682	46659	46662	47427	47464	47428	47461	47475	38042	38054	38062	38046	38066	38070	47298	47315	47289	47350	47295	46571	46644	46680	46574	46652	47290	47283	47275	47302	47284	38043	38051	38048	47408	47418	47474	53469	53464	53453	53492	53480	53471	53451	53460	53476	53456	53470	53486	53473	39606	39494	39636	39410	33750	33723	33704	39590	33436	33444	33433	39353	39188	39130	53409	53438	53430	53446	53408	53401	53411	53415	53413	53469
292	77966	53421	53407	53434	46669	46659	46630	47475	47482	47429	47401	47392	38053	38045	38048	47423	47488	47391	38062	38043	38052	38058	38063	47358	47312	47328	47351	47366	47339	46678	46686	46640	46671	46674	46541	47410	47406	47397	47327	46514	46690	46597	47376	47414	47417	47466	47434	47439	47420	47442	47377	47445	47476	47383	47426	47479	47474	47464	47380	33746	33764	33763	39543	39446	39457	33765	33694	33436	33431	33432	33426	39128	39130	39126	39119	39308	39393	39170	53421	53407	53434	57841	57818	57832	57806	57811	57834	57827	57828	48604	38343	38361	38340	38386	38321	38372	38313	38344	38304	38348	38312
293	78811	53486	53452	53453	53497	53499	53419	53449	37068	36823	37056	36844	36830	36849	31415	31420	31386	53475	53410	53415	37081	37080	36848	36849	36535	36540	36524	36530	36584	36567	36481	32055	32038	32042	32051	32056	36498	36475	36476	36504	36456	36478	53261	53197	53244	36781	36808	36795	36765	36782	36769	36771	31332	31319	31363	31314	31333	31311	32055	32038	32042	32051	32056	51831	36481	36498	36475	36476	36504	36456	36478	36584	36567	52760	36535	36540	36524	36530	47481	47385	47425	47439	47386	38052	38070	38057	38042	38064	47290	47324	47304	46571	46594	46659	53486	53452	53453	53497	53499	37068	36823
294	78843	31403	36835	36831	31372	53434	53433	53479	53476	53400	53444	53497	53417	53412	53425	53437	37064	37082	36849	36846	31396	36830	32048	32042	53237	53269	53280	36761	36785	36817	36819	36799	36777	36786	36768	36761	36763	31327	31331	31352	31361	31324	31322	32048	32042	51821	51828	51823	47377	47383	47432	47405	47462	38058	38044	38059	47370	47362	47345	47307	47326	47373	47360	46632	46639	46656	46517	46555	46513	36835	36831	53479	53476	53497	37064	37082	36849	36846	36830	31403	31372	53434	53433	53400	53444	53417	53412	53425	53437	31396	31327	31331	31352	31361	31324	31322	53479	53476	53497	37064	36835
295	78877	53424	53412	53472	53471	53494	53481	53400	53415	53450	53474	53489	53431	53430	53439	53491	53491	53458	53482	53427	53458	53476	53487	53438	46592	46512	46673	46631	46690	47379	47383	47485	47426	47378	47382	38052	38059	38056	38064	47370	47367	47344	46688	46661	46626	46629	46532	46572	46513	38066	47478	47473	47480	38065	38070	38051	38050	38042	38054	38056	38043	38067	38064	38068	38052	38046	38069	38041	38058	38063	53472	53471	53494	53481	53450	53474	53489	53491	53491	53458	53482	53458	53476	53487	33759	33774	33732	33704	39572	39503	39590	33746	33426	33420	33418	33437	33429	39167	39399	39142	53424
296	78883	53450	53482	53420	53499	53469	53449	53468	53471	53416	53493	53483	53434	53421	53437	53454	53470	53409	53426	53404	53477	53420	53467	53495	46634	46660	46537	47424	47406	47437	47379	47485	47416	38054	38064	38042	47355	47306	47322	47319	47354	46594	46654	46532	46647	46533	47439	47413	38070	38068	38065	47318	47346	47336	47275	47283	46535	46534	46537	46512	47421	47388	47391	47423	38060	38049	38059	46599	46541	46634	46597	47472	47392	38069	38063	38042	38068	38046	38058	53450	53482	53499	53469	53468	53471	53493	53483	53454	53470	53477	53467	53495	33714	33710	33725	39528	39613	39455	33427	33423	33447
297	78886	53426	53465	53410	53436	53497	53439	53469	53475	53476	53403	53470	53457	53412	46551	46636	46653	46650	46629	47423	47466	47405	47435	47477	47443	47419	47391	38045	38041	38054	38065	47327	47289	47282	46684	46577	46668	46580	46657	46624	47488	47426	47479	38065	38059	38050	47488	38052	38049	38058	38051	38061	38050	38043	38060	38048	53465	53497	53469	53475	53476	53470	53457	33746	33735	33759	39522	39635	39554	33418	33438	33436	39116	39290	39197	39149	39153	53426	53410	53436	53439	53403	53412	53465	53497	53469	53475	53476	53470	53457	57816	57830	57836	57841	57825	57812	57843	48538	38369	38332	38305
298	78890	53445	53438	53450	53408	53415	53452	53426	53444	53443	53497	53465	53457	53403	53473	53487	53446	53498	53470	53407	53430	53401	53478	53440	53424	53474	53485	53432	46665	46667	46678	47487	47406	47396	47460	47423	38065	38042	47402	47407	47422	47408	38049	38054	38057	47304	47339	47276	46600	46688	46671	47440	47437	38041	38061	38069	38043	47414	47403	47436	38056	53450	53452	53497	53465	53457	53473	53487	53498	53470	53478	53474	53485	33701	33699	33744	39443	39489	39467	33435	33440	33439	39140	39356	39315	53445	53438	53408	53415	53426	53444	53443	53403	53446	53407	53430	53401	53440	53424	53432	53450
299	78892	53405	53479	53413	53440	53442	53480	53489	53438	53453	53455	53412	53499	53434	53444	53498	53476	53470	46676	46642	46630	46629	46668	46534	47426	47390	47473	47424	38060	38055	38070	47302	47365	47323	46629	46624	46683	47469	47384	47488	47393	47478	38047	38057	38063	38065	38054	38067	38053	38046	38068	38044	47421	47427	47426	38060	38056	38047	53479	53480	53489	53453	53455	53499	53498	53476	53470	33750	33757	33758	39484	39639	39632	39407	33440	33430	33424	33429	33420	33432	39322	39142	53405	53413	53440	53442	53438	53412	53434	53444	53479	53480	53489	53453	53455	53499	53498	53476	53470	57833	57839
300	78895	53469	53474	53406	53490	46532	46553	46665	46682	46511	46670	46637	46594	47428	47379	47462	38060	38063	38057	47363	47353	47331	47332	47370	47277	46674	46648	46591	47439	47464	47399	38053	47439	47484	47486	47443	47365	47298	47317	47309	47319	47436	47403	47444	47435	47430	47475	47346	47286	47287	47282	47477	47419	47462	47438	47383	47420	47391	47413	47472	47388	47407	47398	47385	47377	47415	47433	47380	47402	53469	53474	53490	33689	33701	33747	39556	39609	39638	33441	33425	33431	39194	39286	39276	53406	53469	53474	53490	57839	57828	57813	57812	57841	48561	38385	38371	38365	38364	38384	38350	38380
301	78897	53416	53440	53494	53408	53480	53447	53411	53472	53453	53401	53475	53499	53402	53430	53466	53442	46633	46511	46591	46624	46684	47486	47431	47439	47426	38064	38057	38063	38050	38049	47350	47315	47302	46511	46639	46687	46579	46670	46596	46637	46575	46646	47425	47423	38047	38067	38041	38044	38065	47429	47406	38055	38056	38054	38063	47437	47391	47489	38069	38043	46660	46513	46631	46517	47384	47425	38062	38060	38064	38043	38069	38053	38065	38050	53494	53480	53472	53453	53475	53499	53466	39514	39491	39405	33721	33775	33747	33746	33447	33440	33424	33425	33431	39318	39119	39150	53416	53440	53408	53447
302	78944	53453	53409	53432	53420	53422	53459	53430	53473	53485	53426	53435	53447	53476	53491	53424	53418	53469	46662	46532	46627	46575	47413	47399	38063	38062	38057	47314	47298	47340	47292	47288	47322	47464	47436	47490	47407	47392	38051	38054	46531	46632	46657	47397	47377	47389	47468	47441	38051	38041	38065	38069	47351	38054	38047	38066	38042	38046	38045	38066	38055	38053	38052	38060	53453	53459	53473	53485	53476	53491	53469	33715	33731	39581	39406	39526	33419	33420	33438	39143	39270	39254	39184	53409	53432	53420	53422	53430	53426	53435	53447	53424	53418	53453	53459	53473	53485	53476	53491	53469	57834
303	78945	53476	53400	53477	53459	53491	53454	53468	53419	53409	53461	53455	53413	53468	53484	53410	53451	53416	53453	53428	53454	53421	53402	53497	53498	53439	53456	53479	53493	53485	53405	53471	53406	53457	53423	53435	53429	53409	53401	53424	53482	53444	53448	53446	53447	53490	53488	53475	53432	53404	53436	53418	53422	53412	53416	53461	53481	53433	53411	53463	53481	53430	53426	53405	53489	53467	53447	53474	53494	53489	53466	53478	53448	53441	53464	53410	53445	53449	53467	53400	53419	53469	53432	53414	46533	46623	46671	47403	47467	47392	38041	38051	38060	47303	47359	47320	47297	47307	46574	46683	46541
304	78947	53447	53486	53417	53414	53426	53493	53464	53449	53411	53480	53422	53496	53427	53420	53461	53473	53470	53474	53485	53445	53499	53428	53459	53452	53418	53406	46644	46673	46678	46630	47387	47490	47475	47398	47427	38051	38057	38064	38042	47356	47286	47302	47371	47331	46598	46650	46669	46633	38070	47402	38066	47478	47423	47485	47460	38063	38059	38043	47359	47276	47287	47349	46591	46676	47408	47380	53486	53493	53464	53480	53496	53461	53473	53470	53474	53485	53499	53459	53452	33697	33774	33773	33752	39633	39603	39474	33691	33775	33732	33442	33420	33432	33434	39348	39152	39194	39146	39396	53447	53417
305	78948	53484	53417	53444	53430	53446	53470	53493	53421	53441	53447	46638	46534	46558	46669	47488	47462	47430	38063	38049	47317	47311	47361	47354	47371	46512	46686	46650	46662	46652	46558	46593	47411	38059	38051	38070	38062	46591	47434	47465	47401	47398	47416	47412	38048	38057	38051	38053	38065	47428	47442	47477	47439	38041	38043	38066	38070	47378	47376	47485	47385	38069	38043	38057	38050	38061	38058	47460	38045	38052	38059	38042	47383	47431	47398	38049	38066	38055	47383	47379	47481	47409	38067	38060	38058	38050	47468	47420	47399	53484	53470	53493	33768	33707	33703	39425	39436	39516	33444	33439	39199
306	78953	53436	53467	53440	53461	53443	53481	53441	53465	53409	53445	53403	53457	53489	53437	53429	53402	53430	53407	53428	53468	53452	46674	46656	46678	47482	47429	47488	47436	47434	38050	38061	38064	47310	47280	47328	46625	46628	46664	46552	46651	46536	47433	47469	47430	38053	38041	38045	38043	38056	38049	38051	38070	47383	47377	47403	47404	47388	46638	47481	47415	53467	53461	53481	53465	53457	53489	53468	53452	33743	33735	33696	39617	39599	39592	33431	33440	33426	33436	33421	39257	39277	39182	33447	33442	33438	33420	53436	53440	53443	53441	53409	53445	53403	53437	53429	53402	53430	53407	53428	53467
307	79001	53426	53424	53458	53470	53428	53403	53449	53417	53443	53452	53476	53416	53407	53463	53438	53439	53464	53415	53447	53413	53483	53498	53439	53488	53459	53460	53418	53482	53466	53473	53488	46685	46643	46535	46513	47390	47416	47389	47464	47407	38070	38057	38047	47331	47369	47359	47337	47283	47285	46579	46626	46677	47489	47420	47472	38043	38067	38045	38053	47410	47476	47402	38050	38049	38045	47339	47284	47306	47277	46556	46535	46689	38059	38048	38046	47282	47342	47341	53458	53470	53452	53476	53463	53464	53483	53498	53488	53459	53460	53482	53466	53473	53488	33704	33708	39621	39638	39553	39517	33743
308	79005	53451	53433	53488	53426	53434	53404	53498	53463	53462	53484	53474	53448	46553	46679	46626	46517	46635	46555	47381	47443	38049	38046	38061	47295	47320	47282	47297	47303	46629	46685	46634	46654	46537	46514	46659	46637	46660	46519	47416	47380	47413	47377	47390	47412	38043	38052	38050	47325	47302	47344	47329	47316	46683	46655	47384	47487	47475	47486	47386	47472	47468	47471	47387	38041	38052	53451	53488	53498	53463	53462	53484	53474	33707	33729	33704	39511	39439	39551	33425	33433	33442	33432	33446	39142	39304	53433	53426	53434	53404	53448	53451	53488	53498	53463	53462	53484	53474	57842	57811	57829
309	79008	53448	53477	53469	53413	53457	53414	53462	53418	53420	53444	53474	53482	53484	53408	53407	53461	53410	53423	53492	53470	53480	53418	53473	53464	53450	53406	53436	53433	53487	53430	53454	53492	53400	53493	53485	46657	46659	46638	46655	46591	47278	47281	47292	47294	47336	38060	38056	38069	46531	46551	46519	46535	46632	38059	38056	46658	46518	46513	38054	53477	53469	53457	53462	53474	53482	53484	53461	53492	53470	53480	53473	53464	53450	53487	53454	53492	53493	53485	33749	33769	33732	39607	39628	39529	33423	33436	33420	39261	39152	39114	39332	53448	53413	53414	53418	53420	53444	53408	53407	53410
310	79011	53407	53477	53460	53476	53424	53463	53453	53421	53440	53466	53433	53481	53490	53418	53492	53444	53468	53474	53437	53447	53486	53457	53412	53452	53494	46642	46652	47478	47437	47403	46560	46572	46673	46600	47475	47479	47400	47461	47406	47389	53477	53460	53476	53463	53453	53466	53481	53490	53492	53468	53474	53486	53457	53452	53494	39477	39602	39606	33765	33719	33439	33424	33429	39119	39152	39360	39363	39159	39164	39255	39132	39344	39396	39116	39150	39124	39133	39278	39394	39271	39276	53407	53424	53421	53440	53433	53418	53444	53437	53447	53412	53477	53460	53476	53463	53453	53466	53481	53490	53492
311	79218	53477	53406	53472	53472	53487	53457	53433	53483	53488	53404	53475	53407	53413	53400	53435	53428	46657	46662	46578	47377	47378	47485	47385	38049	38050	38064	47338	47277	47370	46540	46669	46630	47466	47402	38061	38055	38056	38066	38070	47403	47437	47472	38041	38052	38057	47488	47390	47383	47468	38060	38041	47484	47421	47443	47463	47427	38043	38065	38045	38058	53477	53472	53472	53487	53457	53483	53488	53475	33694	33766	33762	33692	39621	39603	39482	33711	33420	33446	33443	39269	39171	39342	53406	53433	53404	53407	53413	53400	53435	53428	53477	53472	53472	53487	53457	53483	53488	53475	57820	57818
312	79220	53455	53488	53458	46671	46647	46596	46537	46535	47490	47392	47403	47461	47464	38056	38055	38065	47283	47323	47322	47345	47362	47361	46686	46642	46515	47380	47422	38043	47477	47473	47460	47488	47402	47409	47477	47463	47442	38049	38051	38052	38069	38057	38043	47478	47432	47391	47435	38062	38053	38060	47436	47397	47430	47434	47437	47421	38041	38050	53455	53488	53458	33767	33746	33724	39639	39450	39523	33445	33429	33444	39253	39280	39320	53455	53488	53458	57809	57840	57843	57807	48540	48543	48624	48579	48559	48524	48570	48567	48541	48601	48606	38380	38378	38328	48602	48547	48546	38358	38325	38366
313	79246	53454	53477	53491	53484	53408	53433	53458	53482	53421	53498	53438	53452	53481	53475	53447	53458	53433	46580	46515	46690	47465	47398	47429	47406	47421	47393	38055	38047	38046	38045	47345	47301	47366	47292	47307	46621	46520	46551	46665	46664	46634	46631	38043	38056	38062	47288	47336	47296	47321	38060	38059	38042	47294	47354	47365	47281	47369	47388	47464	47472	47401	47410	38069	38048	38054	53454	53477	53491	53484	53458	53482	53498	53452	53481	53475	53458	33755	33767	33777	39506	39619	39516	33440	33427	33423	33431	33424	39198	39385	39306	39266	39318	53408	53433	53421	53438	53447	53433	53454	53477
314	79606	52637	52659	53339	53325	36572	36587	36564	36571	31884	31769	31888	36458	36501	37051	31656	36776	36778	36788	36775	31331	31319	51839	51735	51891	51790	36458	36501	36572	36587	36564	36571	52760	52705	41678	41690	37051	41582	40803	39391	55660	55657	55626	55647	55654	55622	55661	55645	55631	55637	39751	43668	43665	43772	43585	43574	43668	43665	43772	43585	43574	31884	31769	31888	44435	44446	44456	44459	44474	31656	31331	31319	52637	52659	54551	50692	44435	44446	44456	44459	44474	44499	44494	44498	44500	44534	44493	50763	50709	50707	43668	43665	43772	43585	43574	48687	48689	48724	48691	48660	48686
315	79608	52643	41631	41061	41065	41061	41065	39269	55645	55647	55622	55624	55658	55625	55649	55640	55651	55631	39737	43659	43688	43626	43590	43654	43644	43636	43729	43659	43688	43626	43590	43654	43644	43636	43729	44464	44454	44480	44473	44429	54558	52643	50739	44464	44454	44480	44473	44429	44538	44511	44484	44531	44535	44488	44483	50705	50739	50784	43659	43688	43626	43590	43654	43644	43636	43729	46465	48705	48679	48732	48649	48692	48708	48346	38377	48630	47094	69208	47088	69201	47113	48768	48858	48757	48879	48918	48780	48745	48771	48789	48890	48906	48907	48756	48872	48783	48908	48786	48753	48859	48791
316	79615	52658	41634	41595	41599	41555	40878	40932	40875	39132	55636	55635	55637	55631	55642	39778	43711	43647	43658	43634	43663	43759	43719	43741	43711	43647	43658	43634	43663	43759	43719	43741	44425	44448	44472	44469	44466	44424	44445	44432	54573	52658	54572	50741	44425	44448	44472	44469	44466	44424	44445	44432	44496	44539	44536	44541	44515	50728	50693	50760	43711	43647	43658	43634	43663	43759	43719	43741	48663	48646	48726	48642	48695	48667	48393	47978	48661	48666	38314	48613	47081	47127	47093	69180	69178	48742	48857	48752	48890	48915	48835	48771	48748	48884	48763	48785	52150	34509	41634	41555	48042
317	79616	52654	52663	52645	36587	36567	31864	31858	31848	51856	51905	51781	36587	36567	41639	41071	41077	41075	41064	41076	41071	41077	41075	41064	41076	40891	39349	55630	55659	55624	55623	55636	39695	39656	43749	43778	43677	43679	43665	43734	43681	43709	43773	43755	43691	43749	43778	43677	43679	43665	43734	43681	43709	43773	43755	43691	31864	31858	31848	44430	44456	44451	44428	44429	44474	44438	52654	52663	52645	31744	50766	44430	44456	44451	44428	44429	44474	44438	44537	44513	44490	44539	44520	50688	50714	50727	43749	43778	43677	43679	43665	43734	43681	43709	43773	43755	43691	46722	46460	48701	48403
318	79617	52660	52665	53299	53303	53309	36565	36578	36575	36589	31807	36468	36473	36513	36479	31665	37054	36783	36761	36762	36782	31326	31322	31324	31312	31311	31308	51742	36468	36473	36513	36479	36565	36578	36575	36589	52777	41690	41697	37054	41560	41069	41068	41074	41069	41068	41074	40932	39311	55627	55660	55646	55631	55634	55629	55639	55655	55654	55648	39776	43648	43617	43584	43762	43630	43648	43617	43584	43762	43630	31807	44459	44424	44452	44445	44436	31665	52660	54547	52665	31326	31322	31324	31312	31311	31308	50704	44459	44424	44452	44445	44436	44537	44538	44485	44486	44482	50780	50677	50692	43648
319	79618	52665	52660	53309	36577	36568	31748	36487	31658	37047	37036	31645	37028	36472	36778	36769	31326	31331	31332	31333	51743	52234	51898	52223	36487	36472	36577	36568	41683	41695	37047	37036	37028	41587	41631	41058	41056	41061	41058	41056	40831	41061	39335	55661	55624	55635	55625	55659	39689	43568	43628	43686	43687	43668	43579	43576	43620	43783	43568	43628	43686	43687	43668	43579	43576	43620	43783	31748	44464	44456	44422	44476	44427	44475	44478	44454	31658	31645	54578	31326	31331	31332	31333	54549	52665	54564	52660	50686	44464	44456	44422	44476	44427	44475	44478	44454	44533	44519	44516	44489	44530
320	79620	52655	53297	36582	36583	31901	31870	31904	31890	36489	36460	31662	37029	36767	36776	36766	36786	31325	31324	31335	31312	51847	51832	51878	51892	52212	36489	36460	36582	36583	52792	52777	41676	41687	41673	37029	41599	41591	41598	41634	41065	41076	41057	41065	41076	41057	40813	39316	55660	55631	55644	55634	55649	39666	43645	43776	43713	43631	43627	43645	43776	43713	43631	43627	31901	31870	31904	31890	44442	44426	44453	44480	44422	44452	44460	44470	44461	31662	54575	52655	54565	31325	31324	31335	31312	50761	44442	44426	44453	44480	44422	44452	44460	44470	44461	44538	44523	44537	44534	44536	44513
321	79621	52650	53300	36590	36573	36466	36505	37049	31663	31667	36772	36762	36778	36786	31313	31333	31324	51743	36466	36505	36590	36573	52758	41698	41696	37049	41699	41697	41623	41055	41055	40838	40932	40816	39306	55651	55633	55647	39651	43764	43661	43622	43700	43628	43764	43661	43622	43700	43628	44478	44424	44467	44451	44426	44465	44481	44437	44438	44477	44455	44459	44432	44456	31663	31667	52650	54552	54563	54556	31313	31333	31324	31726	50781	44478	44424	44467	44451	44426	44465	44481	44437	44438	44477	44512	44519	44498	44535	44492	44529	44534	44490	50711	50703	50706	44455	44459	44432	44456	43764	43661
322	79622	52651	52639	41629	41623	41607	41581	41632	41059	41059	40889	39153	55645	55641	55652	55638	55658	39701	43748	43778	43721	43749	43640	43748	43778	43721	43749	43640	44460	44461	44479	44466	44442	44425	44430	44462	44422	44452	54557	52651	52639	50762	44460	44461	44479	44466	44442	44425	44430	44462	44422	44452	44525	44516	44541	44494	44528	44533	44499	44522	50691	50699	50780	43748	43778	43721	43749	43640	46454	48644	48711	48676	48665	48726	48327	48330	48302	47994	48587	47098	69190	47079	69205	69193	48912	48742	48767	48788	48864	48762	48788	48841	48906	48905	49385	34534	41629	41623	41581	41632	47967
